.	29	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	29	6063139	10204894	12557729	26537133	27522315	31774313	31808500	35102913	37952230	42555168	42995828	46574020	46986252	52204186	59913843	66309303	78042383	96902245	458178474
.	30	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	30	6028907	10140603	12496490	26472139	27434167	31621431	31650647	34851168	37557743	42107116	42532495	46109280	46522638	51717917	59347442	65729138	77318685	95824100	458174201
.	31	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	31	6023772	10111099	12480744	26459194	27406361	31577659	31606034	34784866	37489347	42062513	42482540	46063510	46476216	51674609	59265444	65640147	77146497	95488542	458155875
.	32	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	32	6029621	10120624	12543269	26586750	27539781	31718583	31748358	34928092	37619187	42193953	42600153	46191795	46600659	51814620	59430670	65810761	77366124	95715497	458207389
.	33	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	33	6026160	10130784	12541131	26468142	27426371	31586221	31618298	34804620	37505559	42104609	42515530	46095949	46512146	51722320	59364323	65754690	77320455	95717418	458170959
.	34	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	34	6030828	10174488	12631775	26695248	27656224	31824231	31858062	35038210	37701891	42288446	42690488	46295314	46713543	51953171	59589027	65995774	77572383	95894849	458268717
.	35	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	35	6033274	10179813	12644820	26668805	27636483	31823984	31859847	35048031	37719696	42306685	42727257	46328888	46746990	51982123	59628468	66035050	77610878	95951845	458268401
.	36	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	36	6110791	10474225	13114980	27950123	28941769	33210558	33250022	36525920	39327302	44071365	44548419	48180549	48602978	53868368	61578413	68012784	79718734	98224858	458792267
.	37	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	37	6123320	10350515	12893626	27032445	28031165	32275124	32318731	35671942	38696809	43637133	44236790	47860237	48282582	53560518	61296272	67753181	79628822	98318737	458390216
.	38	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	38	6088035	10276924	12835875	26935149	27930620	32168129	32213449	35496170	38315871	43028640	43488289	47111278	47535763	52811375	60599654	67070904	79090359	97993819	458367542
.	39	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	39	6074535	10251102	12845614	26887535	27877554	32103662	32151866	35400327	38165107	42855357	43301396	46936153	47360565	52641761	60429636	66937507	78758666	97533002	458359478
.	40	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	40	6069362	10301210	12941331	26971742	27976667	32199721	32252080	35497333	38246251	42904438	43340130	46973907	47406999	52691655	60483668	67000784	78799350	97477037	458422715
.	41	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	41	6070190	10283974	12928788	26911956	27927420	32136446	32193393	35438488	38201696	42892599	43343823	46990191	47419611	52696392	60476266	66979170	78754364	97332737	458411626
.	42	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	42	6062224	10267208	12907369	26647491	27677530	31848039	31910778	35173053	37950996	42642551	43070669	46697870	47132710	52415646	60258202	66789855	78648059	97392922	458310633
.	43	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	43	6059280	10260514	12947872	26659460	27696290	31860525	31926510	35174816	37892190	42576226	42988879	46628398	47066032	52387936	60249034	66819853	78672645	97454142	458345084
.	44	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	44	6062588	10294826	13084210	26903535	27937881	32102572	32172286	35382273	38080978	42757000	43166975	46837320	47277098	52599651	60473046	67066608	78930860	97710847	458448382
.	45	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	45	6090814	10379222	13236592	27320661	28362190	32559722	32638020	35860498	38552299	43294513	43720611	47433536	47880905	53244404	61189451	67842600	79756088	98485258	458608861
.	46	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	46	6096212	10334059	13249757	27172432	28222951	32435173	32518401	35791801	38520685	43257424	43681219	47379834	47832480	53187546	61164979	67830300	79890862	98677624	458546774
.	47	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	47	6089029	10384871	13339375	27152317	28221142	32419668	32508327	35780296	38477409	43218263	43654501	47351249	47816320	53169349	61166967	67858634	79855304	98622233	458628482
.	48	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	48	6092462	10392460	13367914	27174153	28256102	32444510	32539963	35798603	38514960	43268934	43700850	47404385	47861365	53229225	61249956	67961725	79953882	98803361	458625706
.	49	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	49	6095450	10420667	13469590	27166694	28259690	32459993	32563054	35846784	38567955	43312853	43738463	47453490	47921691	53301853	61360089	68111077	80206098	99056491	458690314
.	50	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	50	6098561	10493641	13612182	27217969	28342103	32531608	32643418	35961590	38692417	43457884	43884092	47598675	48068729	53446816	61558093	68323081	80445867	99311225	458903691
.	51	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	51	6102974	10502331	13714840	27325416	28451611	32652805	32770014	36050415	38785117	43556364	43982789	47725757	48200254	53594885	61725142	68527339	80663629	99643590	458850550
.	52	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	52	6103242	10433784	13728893	27279912	28395721	32603434	32733153	35995306	38728421	43507753	43937335	47688859	48163123	53553031	61673170	68486726	80601812	99551560	458819666
.	53	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	53	6098302	10422407	13840542	27365805	28491379	32703873	32839270	36071048	38766882	43528624	43955468	47718329	48187051	53558865	61671757	68488367	80599448	99464390	458905712
.	54	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	54	6107082	10440698	13962605	27486110	28626185	32833700	32978597	36212871	38912351	43698213	44135581	47912141	48382424	53768492	61921202	68757396	80937093	99841697	458993360
.	55	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	55	6120119	10537630	14163547	27645201	28817314	33023416	33182758	36457250	39163002	43994312	44425283	48229712	48710155	54139120	62360265	69265584	81507782	100474789	459134464
.	56	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	56	6125545	10532805	14298844	27712089	28894611	33115294	33282283	36560396	39273990	44097122	44535002	48352274	48833835	54250399	62495811	69416905	81733976	100752078	459368831
.	57	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	57	6134134	10595952	14439414	27752834	28963172	33182752	33366145	36670242	39432251	44279223	44717642	48548462	49047096	54479238	62803591	69793272	82157116	101216969	459146732
.	58	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	58	6147510	10610794	14597783	27822343	29053207	33286340	33479581	36803518	39583723	44448609	44887672	48744774	49243229	54714936	63113070	70174364	82629152	101870163	459237133
.	59	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	59	6140609	10571669	14668460	27790220	29038930	33277470	33485137	36790777	39530182	44367923	44814621	48664100	49165329	54597544	63006290	70075942	82503965	101711956	459213380
.	60	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	60	6153211	10631777	14916157	27964088	29237851	33489972	33708579	37031439	39786831	44658712	45110740	48991699	49502677	54969174	63448099	70585004	83069650	102358414	459281265
.	61	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	61	6152598	10673585	15087404	27974926	29268215	33489694	33723850	37061877	39814083	44708078	45160201	49045463	49566876	55045518	63583258	70756481	83356132	102623151	459360908
.	62	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	62	6156507	10737385	15273706	28013822	29346323	33567629	33817808	37185642	39924458	44833996	45290086	49183562	49715988	55216199	63808902	71031937	83681538	103012697	459482237
.	63	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	63	6176825	10839000	15623401	28361290	29723349	33953687	34214568	37588253	40310078	45294678	45749640	49696692	50239954	55796688	64499044	71820549	84587765	104037522	459801112
.	64	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	64	6183443	10878401	15886511	28461020	29852163	34096048	34372177	37768987	40503502	45486964	45947623	49915808	50468894	56025524	64768609	72139193	84993065	104458565	460200788
.	65	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	65	6163875	10787774	15990337	28184187	29602676	33833936	34124955	37512092	40295671	45231203	45692416	49632705	50179438	55699431	64413741	71750775	84528673	103946603	459815071
.	66	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	66	6162914	10782394	16211582	28259129	29710484	33907707	34218184	37614826	40316627	45254742	45713582	49675476	50235705	55772041	64533366	71937820	84789167	104114177	460213218
.	67	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	67	6154548	10902200	16523086	28233254	29755380	33940094	34270454	37780050	40496660	45408998	45872332	49823231	50375323	55903985	64671904	72070019	84854949	104164258	460361874
.	68	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	68	6149043	10973388	16934456	28500028	30055597	34296470	34687100	38058399	40743172	45667587	46124977	50116211	50663285	56194191	64959159	72382375	85188788	104399804	460464475
.	69	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	69	6158957	11024623	17318203	28646584	30244830	34459500	34866643	38268973	40971601	45927542	46387713	50410640	50966829	56537313	65391980	72893232	85868920	105361782	460576921
.	70	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	70	6159175	11045582	17728161	28835460	30467579	34655820	35074085	38485874	41165308	46139878	46602482	50653177	51221867	56800359	65715900	73265980	86285763	105785663	460859977
.	71	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	71	6164041	11071056	18089942	28937047	30629047	34838977	35262045	38706787	41376895	46344866	46812022	50888045	51461271	57063645	66035068	73657861	86720825	106232609	461144876
.	72	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	72	6158356	11087651	18448098	28939362	30683431	34858334	35308994	38771722	41453396	46425037	46895967	50974221	51555711	57172461	66195143	73863777	86957864	106497947	461113219
.	73	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	73	6149114	11097243	18841566	28976041	30764158	34902498	35376924	38853414	41513999	46479500	46953794	51049590	51636791	57264411	66325687	74030677	87151177	106696883	461172559
.	74	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	74	6135544	11116288	19297112	29149246	30990268	35086797	35583998	39054173	41680110	46657117	47128736	51258378	51845619	57495575	66614478	74384084	87547656	107096293	461589823
.	75	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	75	6158228	11165164	19757956	29230505	31140848	35223222	35751215	39268357	41899576	46881271	47358076	51516877	52117751	57789033	67017305	74883365	88144475	107766146	461632285
.	76	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	76	6154388	11191428	20239879	29360018	31339406	35372290	35934214	39475902	42078812	47069420	47545857	51726681	52336022	58026476	67323200	75253363	88596440	108204779	461738854
.	77	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	77	6139241	11267889	20727629	29413770	31462927	35452569	36053258	39600263	42203147	47178014	47657534	51849236	52467607	58147232	67477269	75462496	88773449	108377357	461779003
.	78	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	78	6135376	11271369	21178791	29496423	31607871	35591455	36220100	39781744	42357519	47327415	47810884	52040825	52663193	58342563	67737453	75767156	89143169	108740116	462015204
.	79	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	79	6131960	11368142	21713921	29617184	31801842	35739391	36404123	39994540	42556915	47550691	48034345	52299005	52930551	58666664	68146584	76275513	89769066	109460971	462241883
.	80	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	80	6124830	11454736	22344822	29856745	32119718	36017307	36713090	40317392	42853077	47863188	48351922	52658846	53299835	59047522	68596483	76788718	90359913	110087734	462538240
.	81	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	81	6116170	11481547	22796320	29835399	32192010	36076432	36818824	40447445	42984433	47957253	48453764	52793141	53432094	59159837	68774496	77029396	90615692	110434316	462808370
.	82	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	82	6100211	11736305	23444122	30098442	32551300	36386271	37165929	40816230	43323909	48295726	48794137	53154285	53799189	59550880	69249572	77568859	91190934	110884539	463215307
.	83	2	14	15	16	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	83	6093811	11870043	23903026	30039193	32594664	36384969	37213659	40917544	43461138	48439457	48951763	53353046	54005853	59756832	69512268	77898076	91589817	111360809	463247188
.	84	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	84	5484457	5564554	11572024	23710652	29365205	29374812	29381677	29436154	32017194	35710810	36570351	40255943	42700171	47602604	48106202	52492099	53145665	58848510	68610651	76995248	90651957	110222048	461625498
.	85	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	85	5462712	5563151	11813693	24186201	29360560	29372189	29380816	29447793	32108488	35727222	36636828	40337567	42769254	47642251	48141245	52574177	53244180	58952182	68767674	77243347	90938945	110518709	461684744
.	86	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	86	5454508	5574500	12115311	24903808	29684420	29698214	29708712	29788262	32555055	36116299	37078503	40834109	43253097	48130450	48631392	53106409	53779003	59518293	69435434	78002196	91807151	111405134	461972713
.	87	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	87	5429395	5820401	12274360	25365232	29702014	29747554	29782682	30043696	32734073	36185849	37207519	40978035	43387630	48255061	48776150	53300253	53989018	59703073	69694576	78347820	92167932	111708557	462503709
.	88	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	88	5389999	5898533	12576790	25687627	29597189	29656284	29701806	30039910	32760839	36125814	37195610	40973964	43330449	48125823	48637553	53173621	53872261	59559573	69555402	78245884	92057201	111495937	462749088
.	89	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	89	5341572	6089310	12694601	26243878	29781893	29867091	29935004	30430357	33097983	36353358	37478485	41273297	43602780	48367970	48874757	53463104	54158505	59854418	69934421	78704846	92592837	112045152	463401548
.	90	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	90	5295058	6533491	12938253	26624126	29757628	29900351	30015709	30850463	33280725	36373000	37572149	41367064	43671356	48404475	48913598	53537458	54245041	59931921	70066637	78916738	92847932	112151100	463724319
.	91	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	91	5273784	6753106	13228040	27198338	29983725	30154544	30291627	31274225	33678923	36668176	37923919	41756297	44054457	48770524	49280343	53970977	54692056	60410565	70683740	79670648	93750468	113068946	464058242
.	92	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	92	5256089	7074514	13397577	27695408	30133982	30346716	30519532	31741256	34037556	36906291	38244873	42088319	44384880	49067115	49573986	54337246	55061482	60796362	71191874	80297340	94512967	113948970	464476013
.	93	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	93	5243006	7676721	13618721	28173246	30215937	30508446	30745911	32409553	34413651	37130438	38590136	42379749	44660085	49312884	49827002	54653007	55394390	61136033	71663932	80919164	95280950	114688510	464643214
.	94	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	94	5247656	7809560	13836145	28648333	30457461	30764025	31019734	32759057	34812687	37440773	38965280	42836072	45114276	49755600	50270943	55173668	55924064	61709983	72410075	81847655	96406491	115863684	464851317
.	95	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	95	5188041	8621250	13961685	28852884	30391782	30807954	31162282	33508166	35056165	37457638	39069677	42969900	45239204	49800549	50320462	55270992	56027225	61774044	72571108	82117093	96697097	116086708	465036144
.	96	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	96	5124013	9183472	14095394	29205619	30303864	30799940	31221099	34052321	35321409	37592848	39405349	42957488	45192581	49662391	50181494	55164752	55933765	61627003	72436693	82018666	96578845	115742250	465602306
.	97	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	97	5112912	9427537	14381726	29672450	30669791	31195240	31646362	34581623	35801804	37927590	39751062	43432205	45667423	50123871	50641304	55705631	56492061	62252773	73188824	82944347	97680359	116708656	465965994
.	98	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	98	5098924	9864393	14634212	30169413	30873617	31459125	31966563	35282007	36386833	38431275	40458687	43883588	46141289	50572959	51097797	56251389	57058297	62845436	73956048	83892545	98815129	117907173	466347157
.	99	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	99	5082658	10139890	14843169	30341458	30913450	31547117	32098683	35626205	36655792	38590383	40709833	44139047	46416472	50750858	51277163	56486778	57306075	63071512	74276051	84330992	99301967	118312122	466371968
.	100	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	100	5028418	10752403	14996037	30434614	30784217	31510854	32153754	36242419	36956683	38767134	41058931	44122031	46386479	50602697	51132164	56375711	57203249	62919049	74154494	84303398	99254458	118008871	466864899
.	101	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	101	4990246	11016353	15130962	30437561	30654422	31439359	32122241	36479326	37123312	38836490	41238280	44043029	46295587	50370387	50896751	56175433	57006577	62637719	73866563	84083922	98964142	117395577	467070115
.	102	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	102	4982719	11211040	15436737	30713865	30847372	31670774	32382701	36891769	37575266	39235880	41707571	44341916	46631346	50652460	51176979	56542107	57381219	63069515	74395708	84767238	99843190	118121388	467369065
.	103	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	103	4978770	11547313	15779542	30990329	31081515	31955316	32718628	37439911	38062226	39645658	42182023	44812893	47146361	51111288	51638903	57095795	57940627	63700776	75178408	85768818	101066712	119268018	467586453
.	104	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	104	4989773	11780080	16162281	31414330	31492152	32437931	33220525	38074964	38725687	40237421	42835457	45543224	47941369	51857613	52391213	58001944	58883232	64679207	76444151	87343928	102886167	121151916	468029220
.	105	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	105	4961131	11975240	16394917	31384226	31413522	32435640	33244683	38368034	39054284	40548720	43194869	45632277	48046170	51841707	52379152	58026405	58909242	64656285	76559455	87638064	103225391	121295905	468453324
.	106	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	106	4968302	12195702	16766395	31578401	31590840	32750631	33511210	38779204	39533208	40955852	43599009	45905558	48349916	52044144	52582720	58301019	59200791	64937957	76934837	88260163	103716571	121363633	468544273
.	107	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	107	4960046	12460689	17202457	31913486	31924868	33172722	33930481	39238223	40006886	41347556	43993849	46378033	48912495	52532609	53076453	58894165	59813130	65622551	77771080	89333528	104942973	122369630	468974705
.	108	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	108	4972010	12647271	17536755	31985691	31991000	33234944	34108930	39614289	40394909	41768876	44458990	46816683	49399237	52906693	53462459	59375015	60308793	66103154	78365946	90131389	106066120	123457368	468866310
.	109	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	109	4952099	12812869	17845027	31986867	31990979	33502818	34191289	39731994	40610518	41840635	44494936	46858851	49509046	52886240	53439471	59398468	60343829	66140696	78649279	90775933	106383697	123360095	468881194
.	110	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
.	110	4961923	13094552	18376270	32434592	32437059	33975836	34749633	40411187	41289033	42515478	45155559	47563881	50332334	53643446	54191271	60310944	61274272	67200502	79864296	92295082	108368855	125261772	469254557
.	111	2	13	14	15	16	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
